,name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
22,"Beyond Meat, Inc.","Beyond Meat, Inc.","Beyond Meat, Inc., a food company, manufactures, markets, and sells plant-based meat products in the United States and internationally. It operates under the Beyond Meat, Beyond Burger, Beyond Beef, Beyond Sausage, Beyond Breakfast Sausage, Beyond Chicken, Beyond Fried Chicken, Beyond Meatball, the Caped Steer Logo, Go Beyond, Eat What You Love, The Cookout Classic, The Future of Protein, and The Future of Protein Beyond Meat and design trademarks. The company sells its products through grocery, mass merchandiser, club, convenience store, natural retailer channels, restaurants, foodservice outlets, and schools, as well as through an e-commerce site. The company was formerly known as Savage River, Inc. and changed its name to Beyond Meat, Inc. in September 2018. Beyond Meat, Inc. was founded in 2009 and is headquartered in El Segundo, California.","Beyond Meat, Inc., a food company, manufactures, markets, and sells plant-based meat products in the United States and internationally. It operates under the Beyond Meat, Beyond Burger, Beyond Beef, Beyond Sausage, Beyond Breakfast Sausage, Beyond Chicken, Beyond Fried Chicken, Beyond Meatball, the Caped Steer Logo, Go Beyond, Eat What You Love, The Cookout Classic, The Future of Protein, and The Future of Protein Beyond Meat and design trademarks. The company sells its products through grocery, mass merchandiser, club, convenience store, natural retailer channels, restaurants, foodservice outlets, and schools, as well as through an e-commerce site. The company was formerly known as Savage River, Inc. and changed its name to Beyond Meat, Inc. in September 2018. Beyond Meat, Inc. was founded in 2009 and is headquartered in El Segundo, California.",2019-06-18,Packaged Foods,https://www.beyondmeat.com,700,464700000.0,NA,NA,866 756 4112,NA,119 Standard Street,"El Segundo, CA, US",90245,https://www.beyondmeat.com,https://www.beyondmeat.com,https://financialmodelingprep.com/image-stock/0Q3.SW.png,"#Beyond Meat, Inc., #Packaged Foods, #Consumer Defensive",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
23,Lockheed Martin Corporation,Lockheed Martin Corporation,"Lockheed Martin Corporation, a security and aerospace company, engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services worldwide. It operates through four segments: Aeronautics, Missiles and Fire Control, Rotary and Mission Systems, and Space. The Aeronautics segment offers combat and air mobility aircraft, unmanned air vehicles, and related technologies. The Missiles and Fire Control segment provides air and missile defense systems; tactical missiles and air-to-ground precision strike weapon systems; logistics; fire control systems; mission operations support, readiness, engineering support, and integration services; manned and unmanned ground vehicles; and energy management solutions. The Rotary and Mission Systems segment offers military and commercial helicopters, surface ships, sea and land-based missile defense systems, radar systems, sea and air-based mission and combat systems, command and control mission solutions, cyber solutions, and simulation and training solutions. The Space segment offers satellites; space transportation systems; strategic, advanced strike, and defensive missile systems; and classified systems and services in support of national security systems. This segment also provides network-enabled situational awareness and integrates space and ground-based systems to help its customers gather, analyze, and securely distribute critical intelligence data. It serves primarily serves the U.S. government, as well as foreign military sales contracted through the U.S. government. Lockheed Martin Corporation was founded in 1912 and is headquartered in Bethesda, Maryland.","Lockheed Martin Corporation, a security and aerospace company, engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services worldwide. It operates through four segments: Aeronautics, Missiles and Fire Control, Rotary and Mission Systems, and Space. The Aeronautics segment offers combat and air mobility aircraft, unmanned air vehicles, and related technologies. The Missiles and Fire Control segment provides air and missile defense systems; tactical missiles and air-to-ground precision strike weapon systems; logistics; fire control systems; mission operations support, readiness, engineering support, and integration services; manned and unmanned ground vehicles; and energy management solutions. The Rotary and Mission Systems segment offers military and commercial helicopters, surface ships, sea and land-based missile defense systems, radar systems, sea and air-based mission and combat systems, command and control mission solutions, cyber solutions, and simulation and training solutions. The Space segment offers satellites; space transportation systems; strategic, advanced strike, and defensive missile systems; and classified systems and services in support of national security systems. This segment also provides network-enabled situational awareness and integrates space and ground-based systems to help its customers gather, analyze, and securely distribute critical intelligence data. It serves primarily serves the U.S. government, as well as foreign military sales contracted through the U.S. government. Lockheed Martin Corporation was founded in 1912 and is headquartered in Bethesda, Maryland.",2015-01-05,Aerospace & Defense,https://www.lockheedmartin.com,114000,67044000000.0,NA,NA,301-897-6000,NA,6801 Rockledge Drive,"Bethesda, MD, US",20817,https://www.lockheedmartin.com,https://www.lockheedmartin.com,https://financialmodelingprep.com/image-stock/LMT.SW.png,"#Lockheed Martin Corporation, #Aerospace & Defense, #Industrials",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
24,Flughafen Zürich AG,Flughafen Zürich AG,"Flughafen Zürich AG owns and operates the Zurich in Switzerland. It provides infrastructure and services related to flight operations, including the runway system, apron zones, passenger zones in the terminals, freight operations, passenger handling and services, and safety; support for passengers with reduced mobility; and check-in areas and facilities, baggage sorting and handling system, aircraft power supply system, handling apron areas, and the related services. The company also offers passenger and aircraft security measures with systems and their operation and maintenance designed to prevent actions that affect the security of commercial civil aviation primarily facilities for checks on passengers, hand luggage, checked baggage, and freight. In addition, it provides air security-related equipment and services comprising relevant systems and their operation and maintenance; and airport policing duties, con surveillance patrols and other security-related duties. Further, the company is involved in the development, marketing, and operation of the commercial infrastructure at Zurich Airport, including retail and restaurant/catering operations at the airport, renting premises, parking services, and various commercial services; and shopping centers, service centers, leisure, and experiential activities. Flughafen Zürich AG was founded in 2000 and is headquartered in Zurich, Switzerland.","Flughafen Zürich AG owns and operates the Zurich in Switzerland. It provides infrastructure and services related to flight operations, including the runway system, apron zones, passenger zones in the terminals, freight operations, passenger handling and services, and safety; support for passengers with reduced mobility; and check-in areas and facilities, baggage sorting and handling system, aircraft power supply system, handling apron areas, and the related services. The company also offers passenger and aircraft security measures with systems and their operation and maintenance designed to prevent actions that affect the security of commercial civil aviation primarily facilities for checks on passengers, hand luggage, checked baggage, and freight. In addition, it provides air security-related equipment and services comprising relevant systems and their operation and maintenance; and airport policing duties, con surveillance patrols and other security-related duties. Further, the company is involved in the development, marketing, and operation of the commercial infrastructure at Zurich Airport, including retail and restaurant/catering operations at the airport, renting premises, parking services, and various commercial services; and shopping centers, service centers, leisure, and experiential activities. Flughafen Zürich AG was founded in 2000 and is headquartered in Zurich, Switzerland.",2000-04-17,Airports & Air Services,https://www.flughafen-zuerich.ch,1694,680000000.0,Mr. Stephan Widrig,NA,41438162211,NA,Zuerich-Flughafen,"KLOTEN, ZUERICH, CH",8058,https://www.flughafen-zuerich.ch,https://www.flughafen-zuerich.ch,https://financialmodelingprep.com/image-stock/FHZN.SW.png,"#Flughafen Zürich AG, #Airports & Air Services, #Industrials",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
25,RWE Aktiengesellschaft,RWE Aktiengesellschaft,"RWE Aktiengesellschaft generates and supplies electricity from renewable and conventional sources primarily in Europe and the United States. It operates through five segments: Offshore Wind; Onshore Wind/Solar; Hydro/Biomass/Gas; Supply & Trading; and Coal/Nuclear. The company generates wind, solar, hydro, nuclear, gas, and biomass electricity. It also trades in energy commodities; and operates gas storage facilities. The company serves commercial, industrial, and corporate customers. RWE Aktiengesellschaft was founded in 1898 and is headquartered in Essen, Germany.","RWE Aktiengesellschaft generates and supplies electricity from renewable and conventional sources primarily in Europe and the United States. It operates through five segments: Offshore Wind; Onshore Wind/Solar; Hydro/Biomass/Gas; Supply & Trading; and Coal/Nuclear. The company generates wind, solar, hydro, nuclear, gas, and biomass electricity. It also trades in energy commodities; and operates gas storage facilities. The company serves commercial, industrial, and corporate customers. RWE Aktiengesellschaft was founded in 1898 and is headquartered in Essen, Germany.",2022-02-23,Diversified Utilities,https://www.group.rwe/en,18902,24526000000.0,NA,NA,49 201 5179 0,NA,RWE Platz 1,"Essen, , DE",45141,https://www.group.rwe/en,https://www.group.rwe/en,https://financialmodelingprep.com/image-stock/RWE.SW.png,"#RWE Aktiengesellschaft, #Diversified Utilities, #Utilities",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
26,Allreal Holding AG,Allreal Holding AG,"Allreal Holding AG, through its subsidiaries, operates as a real estate company in Switzerland. It operates through two divisions, Real Estate and Projects & Development. The Real Estate division invests in residential and commercial properties. This division also provides various real estate services, such as portfolio management, and real estate and building management. The Projects & Development division provides project development, real estate consultancy, and contract administration services. This division engages in the development, realization, purchase, and sale of real estate. Allreal Holding AG was founded in 1999 and is based in Baar, Switzerland.","Allreal Holding AG, through its subsidiaries, operates as a real estate company in Switzerland. It operates through two divisions, Real Estate and Projects & Development. The Real Estate division invests in residential and commercial properties. This division also provides various real estate services, such as portfolio management, and real estate and building management. The Projects & Development division provides project development, real estate consultancy, and contract administration services. This division engages in the development, realization, purchase, and sale of real estate. Allreal Holding AG was founded in 1999 and is based in Baar, Switzerland.",2000-03-03,Real Estate Services,https://www.allreal.ch,243,552900000.0,Mr. Roger Herzog,NA,41417113303,NA,Grabenstrasse 25,"Baar, ZUG, CH",6340,https://www.allreal.ch,https://www.allreal.ch,https://financialmodelingprep.com/image-stock/ALLN.SW.png,"#Allreal Holding AG, #Real Estate Services, #Real Estate",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
27,Jenoptik AG,Jenoptik AG,"Jenoptik AG engages in the optics and photonics business in Germany and internationally. The company operates through Light & Optics, Light & Production, and Light & Safety divisions. It offers automation solutions and application products, such as welding and fastening systems, material handling, transfer devices and systems, fixtures, end of arm tooling, and positioners; develops and manufactures metrology solutions comprising dimensional, form, in-process, optical, optical surface inspection, and roughness and contour metrology, as well as laser distance sensors for monitoring and optimizing production processes; microscope and thermographic camera, imaging modules, polymer-based camera modules, and digital imaging platforms; and diode and solid state lasers, laser distance meters, laser machines, and objective lenses and beam expanders for laser perforation, laser cutting, and laser welding applications. The company also provides light detection and ranging sensors; optical systems; optoelectronic systems and components. In addition, it offers traffic safety systems; digital camera technology with license plate recognition; lasers, radar, piezo sensors, and induction loop sensors; back-office software for evaluating traffic monitoring data; and stationary and mobile traffic monitoring. Further, the company provides civil security solutions, such as automatic number plate recognition (ANPR); and TraffiData analysis software, which provides analysis in real time on the incoming data. It serves semiconductor equipment, automotive and suppliers, mechanical engineering, medical technology, traffic, aviation, and security and defense technology companies. Jenoptik AG was founded in 1846 and is headquartered in Jena, Germany.","Jenoptik AG engages in the optics and photonics business in Germany and internationally. The company operates through Light & Optics, Light & Production, and Light & Safety divisions. It offers automation solutions and application products, such as welding and fastening systems, material handling, transfer devices and systems, fixtures, end of arm tooling, and positioners; develops and manufactures metrology solutions comprising dimensional, form, in-process, optical, optical surface inspection, and roughness and contour metrology, as well as laser distance sensors for monitoring and optimizing production processes; microscope and thermographic camera, imaging modules, polymer-based camera modules, and digital imaging platforms; and diode and solid state lasers, laser distance meters, laser machines, and objective lenses and beam expanders for laser perforation, laser cutting, and laser welding applications. The company also provides light detection and ranging sensors; optical systems; optoelectronic systems and components. In addition, it offers traffic safety systems; digital camera technology with license plate recognition; lasers, radar, piezo sensors, and induction loop sensors; back-office software for evaluating traffic monitoring data; and stationary and mobile traffic monitoring. Further, the company provides civil security solutions, such as automatic number plate recognition (ANPR); and TraffiData analysis software, which provides analysis in real time on the incoming data. It serves semiconductor equipment, automotive and suppliers, mechanical engineering, medical technology, traffic, aviation, and security and defense technology companies. Jenoptik AG was founded in 1846 and is headquartered in Jena, Germany.",2022-02-23,,https://www.jenoptik.com,4316,750717000.0,NA,NA,49 3641 65 2291,NA,Carl-Zeiss-Strasse 1,"Jena, , DE",07743,https://www.jenoptik.com,https://www.jenoptik.com,https://financialmodelingprep.com/image-stock/JEN.SW.png,"#Jenoptik AG, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
28,"American International Group, Inc.","American International Group, Inc.","American International Group, Inc. provides insurance products for commercial, institutional, and individual customers in North America and internationally. The company's General Insurance segment offers general liability, environmental, commercial automobile liability, workers' compensation, casualty, and crisis management insurance products; commercial, industrial, and energy-related property insurance; and aerospace, political risk, trade credit, portfolio solutions, crop, and marine insurance. It also provides professional liability insurance products for a range of businesses and risks, including directors and officers, mergers and acquisitions, fidelity, employment practices, fiduciary liability, cyber risk, kidnap and ransom, and errors and omissions insurance. In addition, this segment offers personal auto and property insurance, voluntary and sponsor-paid personal accident, and supplemental health products; extended warranty insurance products; and travel insurance products. Its Life and Retirement segment offers variable annuities, fixed index and fixed annuities, and retail mutual funds; group mutual funds, group and individual annuities, and investment products, and financial planning and advisory services; plan administrative and compliance services; and term life and universal life insurance. It also provides stable value wrap products, and structured settlement and pension risk transfer annuities; and corporate- and bank-owned life insurance and guaranteed investment contracts. This segment sells its products through independent marketing organizations, independent insurance agents, financial advisors, direct marketing, banks, and broker-dealers. American International Group, Inc. was founded in 1919 and is based in New York, New York.","American International Group, Inc. provides insurance products for commercial, institutional, and individual customers in North America and internationally. The company's General Insurance segment offers general liability, environmental, commercial automobile liability, workers' compensation, casualty, and crisis management insurance products; commercial, industrial, and energy-related property insurance; and aerospace, political risk, trade credit, portfolio solutions, crop, and marine insurance. It also provides professional liability insurance products for a range of businesses and risks, including directors and officers, mergers and acquisitions, fidelity, employment practices, fiduciary liability, cyber risk, kidnap and ransom, and errors and omissions insurance. In addition, this segment offers personal auto and property insurance, voluntary and sponsor-paid personal accident, and supplemental health products; extended warranty insurance products; and travel insurance products. Its Life and Retirement segment offers variable annuities, fixed index and fixed annuities, and retail mutual funds; group mutual funds, group and individual annuities, and investment products, and financial planning and advisory services; plan administrative and compliance services; and term life and universal life insurance. It also provides stable value wrap products, and structured settlement and pension risk transfer annuities; and corporate- and bank-owned life insurance and guaranteed investment contracts. This segment sells its products through independent marketing organizations, independent insurance agents, financial advisors, direct marketing, banks, and broker-dealers. American International Group, Inc. was founded in 1919 and is based in New York, New York.",2007-11-15,Insurance—Diversified,https://www.aig.com,,51885000000.0,NA,NA,212 770 7000,NA,1271 Avenue of the Americas,"New York, NY, US",10020,https://www.aig.com,https://www.aig.com,https://financialmodelingprep.com/image-stock/AIG.SW.png,"#American International Group, Inc., #Insurance—Diversified, #Financial Services",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
29,Lonza Group AG,Lonza Group AG,"Lonza Group Ltd supplies products and services to the pharmaceutical, biotech, and nutrition markets in Switzerland and internationally. It operates through Biologics, Small Molecules, Cell and Gene, and Capsules and Health Ingredients divisions. The Biologics division engages in the contract development and manufacturing services for biopharmaceuticals. The Small Molecules division operates as an integrated development and manufacturing service provider for small molecule drug substances and their intermediates. The Cell and Gene division develops technologies and platforms that industrialize the manufacturing processes and production of cell and gene therapies. It also offers contract development and manufacturing services for a range of allogeneic and autologous cell therapies, and exosome-based therapies, as well as viral vector gene therapies. This segment provides specialty raw materials and enabling technology solutions in cell and gene therapy, injectable drugs, vaccines, and bio-manufacturing markets. The Capsules and Health Ingredients division offers capsules, dosage form solutions, and health ingredients for pharmaceutical and nutraceutical customers. Lonza Group Ltd was founded in 1897 and is headquartered in Basel, Switzerland.","Lonza Group Ltd supplies products and services to the pharmaceutical, biotech, and nutrition markets in Switzerland and internationally. It operates through Biologics, Small Molecules, Cell and Gene, and Capsules and Health Ingredients divisions. The Biologics division engages in the contract development and manufacturing services for biopharmaceuticals. The Small Molecules division operates as an integrated development and manufacturing service provider for small molecule drug substances and their intermediates. The Cell and Gene division develops technologies and platforms that industrialize the manufacturing processes and production of cell and gene therapies. It also offers contract development and manufacturing services for a range of allogeneic and autologous cell therapies, and exosome-based therapies, as well as viral vector gene therapies. This segment provides specialty raw materials and enabling technology solutions in cell and gene therapy, injectable drugs, vaccines, and bio-manufacturing markets. The Capsules and Health Ingredients division offers capsules, dosage form solutions, and health ingredients for pharmaceutical and nutraceutical customers. Lonza Group Ltd was founded in 1897 and is headquartered in Basel, Switzerland.",2002-04-03,Diagnostics & Research,https://www.lonza.com,16218,4508000000.0,Mr. Albert Baehny,NA,41613168111,NA,Muenchensteinerstrasse 38,"Basel, BASEL-STADT, CH",4002,https://www.lonza.com,https://www.lonza.com,https://financialmodelingprep.com/image-stock/LONN.SW.png,"#Lonza Group AG, #Diagnostics & Research, #Healthcare",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
30,Novartis AG,Novartis AG,"Novartis AG researches, develops, manufactures, and markets healthcare products worldwide. The company operates through two segments, Innovative Medicines and Sandoz. The Innovative Medicines segment offers prescription medicines for patients and healthcare providers. It also provides ophthalmology, neuroscience, immunology, hepatology, dermatology, respiratory, cardiovascular, renal, and metabolism medicine products. The Sandoz segment develops, manufactures, and markets finished dosage form medicines; active ingredients and finished dosage forms of small molecule pharmaceuticals to third parties; and retail generics and anti-infectives. It also provides active pharmaceutical ingredients and intermediates primarily antibiotics; protein- or other biotechnology-based products, including biosimilars; and biotechnology manufacturing services. Novartis AG has a license and collaboration agreement with Alnylam Pharmaceuticals to develop, manufacture, and commercialize inclisiran; and a clinical collaboration with Kura Oncology, Inc. to evaluate the combination of Tipifarnib and Alpelisib in patients with head and neck squamous cell carcinoma. The company was incorporated in 1996 and is headquartered in Basel, Switzerland.","Novartis AG researches, develops, manufactures, and markets healthcare products worldwide. The company operates through two segments, Innovative Medicines and Sandoz. The Innovative Medicines segment offers prescription medicines for patients and healthcare providers. It also provides ophthalmology, neuroscience, immunology, hepatology, dermatology, respiratory, cardiovascular, renal, and metabolism medicine products. The Sandoz segment develops, manufactures, and markets finished dosage form medicines; active ingredients and finished dosage forms of small molecule pharmaceuticals to third parties; and retail generics and anti-infectives. It also provides active pharmaceutical ingredients and intermediates primarily antibiotics; protein- or other biotechnology-based products, including biosimilars; and biotechnology manufacturing services. Novartis AG has a license and collaboration agreement with Alnylam Pharmaceuticals to develop, manufacture, and commercialize inclisiran; and a clinical collaboration with Kura Oncology, Inc. to evaluate the combination of Tipifarnib and Alpelisib in patients with head and neck squamous cell carcinoma. The company was incorporated in 1996 and is headquartered in Basel, Switzerland.",2001-05-07,Drug Manufacturers—General,https://www.novartis.com,110000,52877000000.0,Dr. Vasant Narasimhan,NA,41613241111,NA,Lichtstrasse 35,"Basel, BASEL-STADT, CH",4056,https://www.novartis.com,https://www.novartis.com,https://financialmodelingprep.com/image-stock/NOVN.SW.png,"#Novartis AG, #Drug Manufacturers—General, #Healthcare",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
31,Bâloise Holding AG,Bâloise Holding AG,"Bâloise Holding AG, together with its subsidiaries, primarily engages in the insurance and banking businesses in Switzerland, Germany, Belgium, Luxembourg. It operates through Non-Life, Life, Asset Management & Banking, and Other Activities segments. The company offers various non-life insurance products, including accident, health, general liability, motor, fire and other property, marine, credit protection, and legal expenses insurance. It also provides life insurance products, which include endowment policies, such as conventional and unit-linked life insurance; group life insurance products; term insurance; immediate and deferred annuities; and policy riders, including premium waiver, accidental death, and disability. In addition, the company operates Baloise Bank SoBa, a bank in Switzerland; and offers asset management services. Further, it has interests in equity investment companies, real-estate firms, and financing companies. The company sells its products and services to individuals, small and medium sized enterprises, and industrial clients. Bâloise Holding AG was founded in 1863 and is headquartered in Basel, Switzerland.","Bâloise Holding AG, together with its subsidiaries, primarily engages in the insurance and banking businesses in Switzerland, Germany, Belgium, Luxembourg. It operates through Non-Life, Life, Asset Management & Banking, and Other Activities segments. The company offers various non-life insurance products, including accident, health, general liability, motor, fire and other property, marine, credit protection, and legal expenses insurance. It also provides life insurance products, which include endowment policies, such as conventional and unit-linked life insurance; group life insurance products; term insurance; immediate and deferred annuities; and policy riders, including premium waiver, accidental death, and disability. In addition, the company operates Baloise Bank SoBa, a bank in Switzerland; and offers asset management services. Further, it has interests in equity investment companies, real-estate firms, and financing companies. The company sells its products and services to individuals, small and medium sized enterprises, and industrial clients. Bâloise Holding AG was founded in 1863 and is headquartered in Basel, Switzerland.",2001-07-24,Insurance—Diversified,https://www.baloise.com,7693,10201000000.0,Mr. Gert De Winter,NA,41582858585,NA,Aeschengraben 21,"Basel, BASEL-STADT, CH",4002,https://www.baloise.com,https://www.baloise.com,https://financialmodelingprep.com/image-stock/BALN.SW.png,"#Bâloise Holding AG, #Insurance—Diversified, #Financial Services",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
32,Crealogix Holding AG,Crealogix Holding AG,"Crealogix Holding AG, a fintech company, develops and sells banking software solutions in Switzerland, rest of Europe, and internationally. It offers solutions for wealth management, retail banking, corporate banking, and SME banking. It serves retail and corporate banks, as well as the wealth management sector. The company was founded in 1996 and is headquartered in Zurich, Switzerland.","Crealogix Holding AG, a fintech company, develops and sells banking software solutions in Switzerland, rest of Europe, and internationally. It offers solutions for wealth management, retail banking, corporate banking, and SME banking. It serves retail and corporate banks, as well as the wealth management sector. The company was founded in 1996 and is headquartered in Zurich, Switzerland.",2000-09-07,Software—Application,https://crealogix.com,572,109263000.0,Mr. Thomas Avedik,NA,41584048000,NA,"Baslerstrasse 60, Postfach","Zurich, ZUERICH, CH",8041,https://crealogix.com,https://crealogix.com,https://financialmodelingprep.com/image-stock/CLXN.SW.png,"#Crealogix Holding AG, #Software—Application, #Technology",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
33,Elma Electronic AG,Elma Electronic AG,"Elma Electronic AG manufactures and sells electronic packaging products for the embedded systems market worldwide. It offers backplanes; chassis platforms; cabinet products, including cabinets and racks, mobile carts, cases and enclosures, and accessories; and embedded boards comprising single board computers, storage modules, ethernet switches, carriers and adapters, FPGAs, and I/O and communication boards. The company also provides embedded computing systems; enclosures and components, including subracks, front panels, handles, and hardware accessories; power solutions comprising standard power supplies, modular solutions, power distribution boards, power systems, and custom development products; and rotary switches, including multi rotary switches, selector and coded switches, encoders, knobs and caps, LED'S, audio solutions, and mentor components. The company serves aerospace and defense, industrial, communications, transportation, energy, medical, science and research, test and measurement, broadcast, and audio/video industries. Elma Electronic AG was founded in 1960 and is headquartered in Wetzikon, Switzerland.","Elma Electronic AG manufactures and sells electronic packaging products for the embedded systems market worldwide. It offers backplanes; chassis platforms; cabinet products, including cabinets and racks, mobile carts, cases and enclosures, and accessories; and embedded boards comprising single board computers, storage modules, ethernet switches, carriers and adapters, FPGAs, and I/O and communication boards. The company also provides embedded computing systems; enclosures and components, including subracks, front panels, handles, and hardware accessories; power solutions comprising standard power supplies, modular solutions, power distribution boards, power systems, and custom development products; and rotary switches, including multi rotary switches, selector and coded switches, encoders, knobs and caps, LED'S, audio solutions, and mentor components. The company serves aerospace and defense, industrial, communications, transportation, energy, medical, science and research, test and measurement, broadcast, and audio/video industries. Elma Electronic AG was founded in 1960 and is headquartered in Wetzikon, Switzerland.",1996-12-04,Computer Hardware,https://www.elma.com,805,149277000.0,Mr. Fred Ruegg,NA,41449334111,NA,Hofstrasse 93,"WETZIKON, ZUERICH, CH",8620,https://www.elma.com,https://www.elma.com,https://financialmodelingprep.com/image-stock/ELMN.SW.png,"#Elma Electronic AG, #Computer Hardware, #Technology",20,1,True,2022-05-20 00:00:00,2022-05-20 00:00:00
34,Edwards Lifesciences Corporation,Edwards Lifesciences Corporation,"Edwards Lifesciences Corporation provides products and technologies for structural heart disease, and critical care and surgical monitoring in the United States, Europe, Japan, and internationally. It offers transcatheter heart valve replacement products for the minimally invasive replacement of heart valves; and transcatheter heart valve repair and replacement products to treat mitral and tricuspid valve diseases. The company also provides the PASCAL and Cardioband transcatheter valve repair systems for minimally-invasive therapy. In addition, it offers surgical structural heart solutions, such as aortic surgical valve under the INSPIRIS name; KONECT RESILIA, a pre-assembled aortic tissue valved conduit for patients who require replacement of the valve, root, and ascending aorta; and HARPOON Beating Heart Mitral Valve Repair System for patients with degenerative mitral regurgitation. Further, the company provides critical care solutions, including advanced hemodynamic monitoring systems to measure a patient's heart function and fluid status in surgical and intensive care settings; and Acumen Hypotension Prediction Index software that alerts clinicians in advance of a patient developing dangerously low blood pressure. The company distributes its products through a direct sales force and independent distributors. Edwards Lifesciences Corporation was founded in 1958 and is headquartered in Irvine, California.","Edwards Lifesciences Corporation provides products and technologies for structural heart disease, and critical care and surgical monitoring in the United States, Europe, Japan, and internationally. It offers transcatheter heart valve replacement products for the minimally invasive replacement of heart valves; and transcatheter heart valve repair and replacement products to treat mitral and tricuspid valve diseases. The company also provides the PASCAL and Cardioband transcatheter valve repair systems for minimally-invasive therapy. In addition, it offers surgical structural heart solutions, such as aortic surgical valve under the INSPIRIS name; KONECT RESILIA, a pre-assembled aortic tissue valved conduit for patients who require replacement of the valve, root, and ascending aorta; and HARPOON Beating Heart Mitral Valve Repair System for patients with degenerative mitral regurgitation. Further, the company provides critical care solutions, including advanced hemodynamic monitoring systems to measure a patient's heart function and fluid status in surgical and intensive care settings; and Acumen Hypotension Prediction Index software that alerts clinicians in advance of a patient developing dangerously low blood pressure. The company distributes its products through a direct sales force and independent distributors. Edwards Lifesciences Corporation was founded in 1958 and is headquartered in Irvine, California.",2022-02-23,,https://www.edwards.com,15700,5232500000.0,NA,NA,949 250 2500,NA,One Edwards Way,"Irvine, CA, US",92614,https://www.edwards.com,https://www.edwards.com,https://financialmodelingprep.com/image-stock/EW.SW.png,"#Edwards Lifesciences Corporation, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
35,General Motors Company,General Motors Company,"General Motors Company designs, builds, and sells trucks, crossovers, cars, and automobile parts and accessories in North America, the Asia Pacific, the Middle East, Africa, South America, the United States, and China. The company operates through GM North America, GM International, Cruise, and GM Financial segments. It markets its vehicles primarily under the Buick, Cadillac, Chevrolet, GMC, Holden, Baojun, and Wuling brand names. The company also sells trucks, crossovers, cars, and purpose-built vehicles to dealers for consumer retail sales, as well as to fleet customers, including daily rental car companies, commercial fleet customers, leasing companies, and governments. In addition, it offers safety and security services for retail and fleet customers, including automatic crash response, emergency services, roadside assistance, crisis assist, stolen vehicle assistance, and turn-by-turn navigation; and connected services comprising mobile applications for owners to remotely control their vehicles and electric vehicle owners to locate charging stations, on-demand vehicle diagnostics, smart driver, marketplace in-vehicle commerce, in-vehicle voice, voice assistant, navigation and app ecosystem, connected navigation, SiriusXM with 360L, and 4G LTE wireless connectivity, as well as develops and commercializes autonomous vehicle technology. Further, the company provides automotive financing and insurance services; and software-enabled services and subscriptions. General Motors Company was founded in 1908 and is headquartered in Detroit, Michigan.","General Motors Company designs, builds, and sells trucks, crossovers, cars, and automobile parts and accessories in North America, the Asia Pacific, the Middle East, Africa, South America, the United States, and China. The company operates through GM North America, GM International, Cruise, and GM Financial segments. It markets its vehicles primarily under the Buick, Cadillac, Chevrolet, GMC, Holden, Baojun, and Wuling brand names. The company also sells trucks, crossovers, cars, and purpose-built vehicles to dealers for consumer retail sales, as well as to fleet customers, including daily rental car companies, commercial fleet customers, leasing companies, and governments. In addition, it offers safety and security services for retail and fleet customers, including automatic crash response, emergency services, roadside assistance, crisis assist, stolen vehicle assistance, and turn-by-turn navigation; and connected services comprising mobile applications for owners to remotely control their vehicles and electric vehicle owners to locate charging stations, on-demand vehicle diagnostics, smart driver, marketplace in-vehicle commerce, in-vehicle voice, voice assistant, navigation and app ecosystem, connected navigation, SiriusXM with 360L, and 4G LTE wireless connectivity, as well as develops and commercializes autonomous vehicle technology. Further, the company provides automotive financing and insurance services; and software-enabled services and subscriptions. General Motors Company was founded in 1908 and is headquartered in Detroit, Michigan.",,,https://www.gm.com,157000,127004000000.0,NA,NA,313-667-1500,NA,300 Renaissance Center,"Detroit, MI, US",48265-3000,https://www.gm.com,https://www.gm.com,https://financialmodelingprep.com/image-stock/GM.SW.png,"#General Motors Company, #, #",20,1,False,2022-05-20 00:00:00,2022-05-20 00:00:00
